schema_name,table_name,row_id,column_name,value_text
public,app_admins,1,created_at,2025-11-28T05:45:36.134433+00:00
public,app_admins,1,note,Hlavní admin aplikace
public,app_admins,1,user_id,fd2bcfac-6ca3-40b6-a472-de9677499ea6
public,bank_accounts,1,account_number,889867329
public,bank_accounts,1,bank_id,82fcef14-0eec-4cef-81dd-5533ccbe70c9
public,bank_accounts,1,created_at,2026-01-07T22:10:37.505788+00:00
public,bank_accounts,1,iban,null
public,bank_accounts,1,id,eaeb6bf8-e081-47f2-afc8-5cddfeab8023
public,bank_accounts,1,is_archived,false
public,bank_accounts,1,label,firemní
public,bank_accounts,1,note,null
public,bank_accounts,1,subject_id,fd2bcfac-6ca3-40b6-a472-de9677499ea6
public,bank_accounts,1,swift,null
public,bank_accounts,1,updated_at,2026-01-07T22:10:37.505788+00:00
public,bank_accounts,2,account_number,2815468113
public,bank_accounts,2,bank_id,82fcef14-0eec-4cef-81dd-5533ccbe70c9
public,bank_accounts,2,created_at,2026-02-10T09:27:53.352158+00:00
public,bank_accounts,2,iban,CZ1008000000002815468113
public,bank_accounts,2,id,f4862010-b093-4b70-9c38-924df1f53feb
public,bank_accounts,2,is_archived,false
public,bank_accounts,2,label,Česká spořitelna
public,bank_accounts,2,note,null
public,bank_accounts,2,subject_id,fd2bcfac-6ca3-40b6-a472-de9677499ea6
public,bank_accounts,2,swift,GIBACZPX
public,bank_accounts,2,updated_at,2026-02-10T09:27:53.352158+00:00
public,bank_accounts,3,account_number,670100-2208942530
public,bank_accounts,3,bank_id,05ae4caa-2794-4e64-9c87-4e95bb4d1c29
public,bank_accounts,3,created_at,2026-02-10T09:32:53.389443+00:00
public,bank_accounts,3,iban,null
public,bank_accounts,3,id,1d1c4116-c72e-45b8-aba9-f22711e1258b
public,bank_accounts,3,is_archived,false
public,bank_accounts,3,label,mBabnk
public,bank_accounts,3,note,null
public,bank_accounts,3,subject_id,fd2bcfac-6ca3-40b6-a472-de9677499ea6
public,bank_accounts,3,swift,null
public,bank_accounts,3,updated_at,2026-02-10T09:32:53.389443+00:00
public,bank_list,1,bank_code,0100
public,bank_list,1,bank_name,"Komerční banka, a.s."
public,bank_list,1,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,1,id,2c252508-036f-4c85-a7b2-47902974d940
public,bank_list,1,swift,KOMBCZPP
public,bank_list,1,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,10,bank_code,2600
public,bank_list,10,bank_name,"Citibank Europe plc, organizační složka"
public,bank_list,10,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,10,id,f0f89250-fd8c-4799-bb1d-5b8e338e2b94
public,bank_list,10,swift,CITICZPX
public,bank_list,10,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,11,bank_code,2700
public,bank_list,11,bank_name,"UniCredit Bank Czech Republic and Slovakia, a.s."
public,bank_list,11,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,11,id,dc683af9-cbc4-4d53-a044-879a74ded6c0
public,bank_list,11,swift,BACXCZPP
public,bank_list,11,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,12,bank_code,3030
public,bank_list,12,bank_name,Air Bank a.s.
public,bank_list,12,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,12,id,8c8d4bec-a4a8-4ee3-a23c-ec9d01507540
public,bank_list,12,swift,AIRACZPP
public,bank_list,12,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,13,bank_code,3060
public,bank_list,13,bank_name,"PKO BP S.A., Czech Branch"
public,bank_list,13,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,13,id,034972c7-18cc-4461-99bf-e5928b1e2a2e
public,bank_list,13,swift,BPKOCZPP
public,bank_list,13,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,14,bank_code,3500
public,bank_list,14,bank_name,ING Bank N.V.
public,bank_list,14,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,14,id,713a9aaf-c2b3-485c-88ef-43fb151fac5c
public,bank_list,14,swift,INGBCZPP
public,bank_list,14,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,15,bank_code,4300
public,bank_list,15,bank_name,"Národní rozvojová banka, a.s."
public,bank_list,15,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,15,id,ee237d7f-5d1a-4afc-94dc-27d606436b8d
public,bank_list,15,swift,NROZCZPP
public,bank_list,15,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,16,bank_code,5500
public,bank_list,16,bank_name,Raiffeisenbank a.s.
public,bank_list,16,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,16,id,b9758b24-502d-4260-9362-b8cc6305e197
public,bank_list,16,swift,RZBCCZPP
public,bank_list,16,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,17,bank_code,5800
public,bank_list,17,bank_name,"J&T BANKA, a.s."
public,bank_list,17,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,17,id,5e81982c-a6f7-4b5d-bc0f-2b024c5d9341
public,bank_list,17,swift,JTBPCZPP
public,bank_list,17,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,18,bank_code,6000
public,bank_list,18,bank_name,PPF banka a.s.
public,bank_list,18,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,18,id,4825ee22-aff7-4397-84be-2e5928e4253d
public,bank_list,18,swift,PMBPCZPP
public,bank_list,18,updated_at,2026-02-10T09:49:55.364698+00:00
public,bank_list,19,bank_code,6200
public,bank_list,19,bank_name,"COMMERZBANK Aktiengesellschaft, pobočka Praha"
public,bank_list,19,created_at,2026-01-07T06:08:42.321036+00:00
public,bank_list,19,id,f65c72f4-4d92-4bd7-8872-69aee775ad7b
